Device 0000:6d:00.0 @0x3070757000
IOVA_PFN         	PML5E             	PML4E             	PDPE              	PDE               	PTE
0x00000000001c5 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009066b10003	0x00000055901c5803
0x00000000001c6 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009066b10003	0x00000055901c6803
0x00000000001c7 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009066b10003	0x00000055901c7803
0x00000000001c8 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009066b10003	0x00000055901c8803
0x00000000001c9 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009066b10003	0x00000055901c9803
0x00000000001ca |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009066b10003	0x00000055901ca803
0x00000000001cb |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009066b10003	0x00000055901cb803
0x00000000001cc |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009066b10003	0x00000055901cc803
0x00000000001cd |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009066b10003	0x00000055901cd803
0x00000000001ce |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009066b10003	0x00000055901ce803
0x00000000001cf |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009066b10003	0x00000055901cf803
0x00000000001d0 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009066b10003	0x00000055901d0803
0x00000000001d1 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009066b10003	0x00000055901d1803
0x00000000001d2 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009066b10003	0x00000055901d2803
0x00000000001d3 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009066b10003	0x00000055901d3803
0x00000000001d4 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009066b10003	0x00000055901d4803
0x00000000001d5 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009066b10003	0x00000055901d5803
0x00000000001d6 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009066b10003	0x00000055901d6803
0x00000000001d7 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009066b10003	0x00000055901d7803
0x00000000001d8 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009066b10003	0x00000055901d8803
0x00000000001d9 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009066b10003	0x00000055901d9803
0x00000000001da |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009066b10003	0x00000055901da803
0x00000000001db |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009066b10003	0x00000055901db803
0x00000000001dc |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009066b10003	0x00000055901dc803
0x00000000001dd |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009066b10003	0x00000055901dd803
0x00000000001de |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009066b10003	0x00000055901de803
0x00000000001df |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009066b10003	0x00000055901df803
0x00000000001e0 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009066b10003	0x00000055901e0803
0x00000000001e1 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009066b10003	0x00000055901e1803
0x00000000001e2 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009066b10003	0x00000055901e2803
0x00000000001e3 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009066b10003	0x00000055901e3803
0x00000000001e4 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009066b10003	0x00000055901e4803
0x00000000001e5 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009066b10003	0x00000055901e5803
0x00000000001e6 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009066b10003	0x00000055901e6803
0x00000000001e7 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009066b10003	0x00000055901e7803
0x00000000001e8 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009066b10003	0x00000055901e8803
0x00000000001e9 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009066b10003	0x00000055901e9803
0x00000000001ea |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009066b10003	0x00000055901ea803
0x00000000001eb |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009066b10003	0x00000055901eb803
0x00000000001ec |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009066b10003	0x00000055901ec803
0x00000000001ed |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009066b10003	0x00000055901ed803
0x00000000001ee |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009066b10003	0x00000055901ee803
0x00000000001ef |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009066b10003	0x00000055901ef803
0x00000000001f0 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009066b10003	0x00000055901f0803
0x00000000001f1 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009066b10003	0x00000055901f1803
0x00000000001f2 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009066b10003	0x00000055901f2803
0x00000000001f3 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009066b10003	0x00000055901f3803
0x00000000001f4 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009066b10003	0x00000055901f4803
0x00000000001f5 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009066b10003	0x00000055901f5803
0x00000000001f6 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009066b10003	0x00000055901f6803
0x00000000001f7 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009066b10003	0x00000055901f7803
0x00000000001f8 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009066b10003	0x00000055901f8803
0x00000000001f9 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009066b10003	0x00000055901f9803
0x00000000001fa |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009066b10003	0x00000055901fa803
0x00000000001fb |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009066b10003	0x00000055901fb803
0x00000000001fc |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009066b10003	0x00000055901fc803
0x00000000001fd |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009066b10003	0x00000055901fd803
0x00000000001fe |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009066b10003	0x00000055901fe803
0x00000000001ff |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009066b10003	0x00000055901ff803
0x0000000000200 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000304b400883
0x0000000000400 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000304b200883
0x0000000000600 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000304c000883
0x0000000000800 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000304c600883
0x0000000000a00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000003073800883
0x0000000000c00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000330fc00883
0x0000000000e00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000330fe00883
0x0000000001000 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x00000032c0800883
0x0000000001200 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x00000032c0a00883
0x0000000001400 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000323b800883
0x0000000001600 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000323ba00883
0x0000000001800 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x00000031f8800883
0x0000000001a00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x00000031f8a00883
0x0000000001c00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000330f800883
0x0000000001e00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000330fa00883
0x0000000002000 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x00000032c0400883
0x0000000002200 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x00000032c0600883
0x0000000002400 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000323b400883
0x0000000002600 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000323b600883
0x0000000002800 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x00000031f8400883
0x0000000002a00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x00000031f8600883
0x0000000002c00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000330f400883
0x0000000002e00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000330f600883
0x0000000003000 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x00000032c0000883
0x0000000003200 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x00000032c0200883
0x0000000003400 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000323b000883
0x0000000003600 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000323b200883
0x0000000003800 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x00000031f8000883
0x0000000003a00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x00000031f8200883
0x0000000003c00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000330f000883
0x0000000003e00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000330f200883
0x0000000004000 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x00000032bfc00883
0x0000000004200 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x00000032bfe00883
0x0000000004400 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000323ac00883
0x0000000004600 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000323ae00883
0x0000000004800 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x00000031f7c00883
0x0000000004a00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x00000031f7e00883
0x0000000004c00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000330ec00883
0x0000000004e00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000330ee00883
0x0000000005000 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x00000032bf800883
0x0000000005200 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x00000032bfa00883
0x0000000005400 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000323a800883
0x0000000005600 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000323aa00883
0x0000000005800 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x00000031f7800883
0x0000000005a00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x00000031f7a00883
0x0000000005c00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000330e800883
0x0000000005e00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000330ea00883
0x0000000006000 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x00000032bf400883
0x0000000006200 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x00000032bf600883
0x0000000006400 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000323a400883
0x0000000006600 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000323a600883
0x0000000006800 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x00000031f7400883
0x0000000006a00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x00000031f7600883
0x0000000006c00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000330e400883
0x0000000006e00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000330e600883
0x0000000007000 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x00000032bf000883
0x0000000007200 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x00000032bf200883
0x0000000007400 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000323a000883
0x0000000007600 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000323a200883
0x0000000007800 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x00000031f7000883
0x0000000007a00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x00000031f7200883
0x0000000007c00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000330e000883
0x0000000007e00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000330e200883
0x0000000008000 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x00000032bec00883
0x0000000008200 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x00000032bee00883
0x0000000008400 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000003239c00883
0x0000000008600 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000003239e00883
0x0000000008800 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x00000031f6c00883
0x0000000008a00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x00000031f6e00883
0x0000000008c00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000330dc00883
0x0000000008e00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000330de00883
0x0000000009000 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x00000032be800883
0x0000000009200 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x00000032bea00883
0x0000000009400 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000003239800883
0x0000000009600 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000003239a00883
0x0000000009800 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x00000031f6800883
0x0000000009a00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x00000031f6a00883
0x0000000009c00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000330d800883
0x0000000009e00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000330da00883
0x000000000a000 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x00000032be400883
0x000000000a200 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x00000032be600883
0x000000000a400 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000003239400883
0x000000000a600 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000003239600883
0x000000000a800 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x00000031f6400883
0x000000000aa00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x00000031f6600883
0x000000000ac00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000330d400883
0x000000000ae00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000330d600883
0x000000000b000 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x00000032be000883
0x000000000b200 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x00000032be200883
0x000000000b400 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000003239000883
0x000000000b600 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000003239200883
0x000000000b800 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x00000031f6000883
0x000000000ba00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x00000031f6200883
0x000000000bc00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000330d000883
0x000000000be00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000330d200883
0x000000000c000 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x00000032bdc00883
0x000000000c200 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x00000032bde00883
0x000000000c400 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000003238c00883
0x000000000c600 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000003238e00883
0x000000000c800 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x00000031f5c00883
0x000000000ca00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x00000031f5e00883
0x000000000cc00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000330cc00883
0x000000000ce00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000330ce00883
0x000000000d000 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x00000032bd800883
0x000000000d200 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x00000032bda00883
0x000000000d400 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000003238800883
0x000000000d600 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000003238a00883
0x000000000d800 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x00000031f5800883
0x000000000da00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x00000031f5a00883
0x000000000dc00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009061400883
0x000000000de00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000904d200883
0x000000000e000 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009060e00883
0x000000000e200 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000904e000883
0x000000000e400 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000904e200883
0x000000000e600 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009065000883
0x000000000e800 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009065200883
0x000000000ea00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009069800883
0x000000000ec00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009069a00883
0x000000000ee00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009055800883
0x000000000f000 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009055a00883
0x000000000f200 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009069c00883
0x000000000f400 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009069e00883
0x000000000f600 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009055c00883
0x000000000f800 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009055e00883
0x000000000fa00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000906a000883
0x000000000fc00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000906a200883
0x000000000fe00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009056000883
0x0000000010000 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009056200883
0x0000000010200 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000906a400883
0x0000000010400 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000906a600883
0x0000000010600 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009056400883
0x0000000010800 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009056600883
0x0000000010a00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000906a800883
0x0000000010c00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000906aa00883
0x0000000010e00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009056800883
0x0000000011000 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009056a00883
0x0000000011200 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000906ac00883
0x0000000011400 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000906ae00883
0x0000000011600 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009056c00883
0x0000000011800 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009056e00883
0x0000000011a00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000906b000883
0x0000000011c00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000906b200883
0x0000000011e00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009057000883
0x0000000012000 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009057200883
0x0000000012200 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000906b400883
0x0000000012400 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000906b600883
0x0000000012600 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009057400883
0x0000000012800 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009057600883
0x0000000012a00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000906b800883
0x0000000012c00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000906ba00883
0x0000000012e00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009057800883
0x0000000013000 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009057a00883
0x0000000013200 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000906bc00883
0x0000000013400 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000906be00883
0x0000000013600 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009057c00883
0x0000000013800 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009057e00883
0x0000000013a00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000906c000883
0x0000000013c00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000906c200883
0x0000000013e00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009058000883
0x0000000014000 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009058200883
0x0000000014200 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000906c400883
0x0000000014400 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000906c600883
0x0000000014600 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009058400883
0x0000000014800 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009058600883
0x0000000014a00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000906c800883
0x0000000014c00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000906ca00883
0x0000000014e00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009058800883
0x0000000015000 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009058a00883
0x0000000015200 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000906cc00883
0x0000000015400 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000906ce00883
0x0000000015600 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009058c00883
0x0000000015800 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009058e00883
0x0000000015a00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000906d000883
0x0000000015c00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000906d200883
0x0000000015e00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009059000883
0x0000000016000 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009059200883
0x0000000016200 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000906d400883
0x0000000016400 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000906d600883
0x0000000016600 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009059400883
0x0000000016800 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009059600883
0x0000000016a00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000906d800883
0x0000000016c00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000906da00883
0x0000000016e00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009059800883
0x0000000017000 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009059a00883
0x0000000017200 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000906dc00883
0x0000000017400 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000906de00883
0x0000000017600 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009059c00883
0x0000000017800 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x0000009059e00883
0x0000000017a00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000906e000883
0x0000000017c00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000906e200883
0x0000000017e00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000905a000883
0x0000000018000 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000905a200883
0x0000000018200 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000906e400883
0x0000000018400 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000906e600883
0x0000000018600 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000905a400883
0x0000000018800 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000905a600883
0x0000000018a00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000906e800883
0x0000000018c00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000906ea00883
0x0000000018e00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000905a800883
0x0000000019000 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000905aa00883
0x0000000019200 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000906ec00883
0x0000000019400 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000906ee00883
0x0000000019600 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000905ac00883
0x0000000019800 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000905ae00883
0x0000000019a00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000906f000883
0x0000000019c00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000906f200883
0x0000000019e00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000905b000883
0x000000001a000 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000905b200883
0x000000001a200 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000906f400883
0x000000001a400 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000906f600883
0x000000001a600 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000905b400883
0x000000001a800 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000905b600883
0x000000001aa00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000906f800883
0x000000001ac00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000906fa00883
0x000000001ae00 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000905b800883
0x000000001b000 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000905ba00883
0x000000001b200 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000906fc00883
0x000000001b400 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000906fe00883
0x000000001b600 |	0x0000000000000000	0x0000003113341003	0x000000307bde3003	0x000000905bc00883
